COUNTRY,SYMBOLS,YEAR,production|Copper|Mine|tonnes
Brazil,BRA,2002,32711
Bulgaria,BGR,2002,84400
Canada,CAN,2002,603498
Chile,CHL,2002,4580600
China,CHN,2002,578100
Colombia,COL,2002,1700
Cyprus,CYP,2002,3700
Democratic Republic of Congo,COD,2002,27359
Finland,FIN,2002,14400
Georgia,GEO,2002,13000
India,IND,2002,32780
Indonesia,IDN,2002,1171726
Iran,IRN,2002,140700
Japan,JPN,2002,1519
Kazakhstan,KAZ,2002,473700
Laos,LAO,2002,0
Mexico,MEX,2002,329574
Mongolia,MNG,2002,131700
Morocco,MAR,2002,4994
Myanmar,MMR,2002,27500
Namibia,NAM,2002,18040
North Korea,PRK,2002,12000
North Macedonia,MKD,2002,4739
Pakistan,PAK,2002,0
Papua New Guinea,PNG,2002,211315
Peru,PER,2002,842783
Philippines,PHL,2002,18365
Poland,POL,2002,502800
Portugal,PRT,2002,77227
Romania,ROU,2002,19323
Russia,RUS,2002,662100
Saudi Arabia,SAU,2002,600
Serbia and Montenegro,OWID_SRM,2002,23100
South Africa,ZAF,2002,90000
Spain,ESP,2002,1248
Sweden,SWE,2002,71991
Tanzania,TZA,2002,4200
Turkey,TUR,2002,48217
United States,USA,2002,1142400
Uzbekistan,UZB,2002,80000
Vietnam,VNM,2002,1100
World,OWID_WRL,2002,13600000
Zambia,ZMB,2002,307834
Zimbabwe,ZWE,2002,2502
Albania,ALB,2003,0
Argentina,ARG,2003,199020
Armenia,ARM,2003,18068
Australia,AUS,2003,830000
Bolivia,BOL,2003,344
Botswana,BWA,2003,24289
Brazil,BRA,2003,26275
Bulgaria,BGR,2003,91600
Canada,CAN,2003,557082
Chile,CHL,2003,4904200
China,CHN,2003,614400
Colombia,COL,2003,1500
Cyprus,CYP,2003,2500
Democratic Republic of Congo,COD,2003,16359
Finland,FIN,2003,14900
Georgia,GEO,2003,14700
India,IND,2003,29529
Indonesia,IDN,2003,1005837
Iran,IRN,2003,146100
Japan,JPN,2003,1000
Kazakhstan,KAZ,2003,484500
Laos,LAO,2003,0
Mexico,MEX,2003,355653
Mongolia,MNG,2003,130300
Morocco,MAR,2003,4818
Myanmar,MMR,2003,27900
Namibia,NAM,2003,16175
North Korea,PRK,2003,12000
North Macedonia,MKD,2003,618
Oman,OMN,2003,0
Pakistan,PAK,2003,5400
Papua New Guinea,PNG,2003,202300
Peru,PER,2003,842578
Philippines,PHL,2003,20414
Poland,POL,2003,503544
Portugal,PRT,2003,77581
Romania,ROU,2003,23389
Russia,RUS,2003,650000
Saudi Arabia,SAU,2003,627
Serbia and Montenegro,OWID_SRM,2003,15500
South Africa,ZAF,2003,89338
Spain,ESP,2003,635
Sweden,SWE,2003,83143
Tanzania,TZA,2003,3715
Turkey,TUR,2003,43245
United States,USA,2003,1116000
Uzbekistan,UZB,2003,80000
Vietnam,VNM,2003,1200
World,OWID_WRL,2003,13800000
Zambia,ZMB,2003,346900
Zimbabwe,ZWE,2003,2767
Albania,ALB,2004,642
Argentina,ARG,2004,177143
Armenia,ARM,2004,17700
Australia,AUS,2004,854000
Bolivia,BOL,2004,576
Botswana,BWA,2004,21195
Brazil,BRA,2004,103153
Bulgaria,BGR,2004,79600
Canada,CAN,2004,562795
Chile,CHL,2004,5412500
China,CHN,2004,754200
Colombia,COL,2004,1600
Cyprus,CYP,2004,0
Democratic Republic of Congo,COD,2004,18995
Finland,FIN,2004,15500
Georgia,GEO,2004,12000
India,IND,2004,30072
Indonesia,IDN,2004,840318
Iran,IRN,2004,153000
Japan,JPN,2004,1000
Kazakhstan,KAZ,2004,461800
Laos,LAO,2004,1700
Mexico,MEX,2004,405539
Mongolia,MNG,2004,132250
Morocco,MAR,2004,2900
Myanmar,MMR,2004,31800
Namibia,NAM,2004,11174
North Korea,PRK,2004,12000
North Macedonia,MKD,2004,0
Oman,OMN,2004,0
Pakistan,PAK,2004,14700
Papua New Guinea,PNG,2004,173370
Peru,PER,2004,1035574
Philippines,PHL,2004,15984
Poland,POL,2004,530768
Portugal,PRT,2004,95700
Romania,ROU,2004,20380
Russia,RUS,2004,630000
Saudi Arabia,SAU,2004,652
Serbia and Montenegro,OWID_SRM,2004,13800
South Africa,ZAF,2004,85710
Spain,ESP,2004,1308
Sweden,SWE,2004,82415
Tanzania,TZA,2004,4240
Turkey,TUR,2004,49800
United States,USA,2004,1160000
Uzbekistan,UZB,2004,80000
Vietnam,VNM,2004,2000
World,OWID_WRL,2004,14700000
Zambia,ZMB,2004,410300
Zimbabwe,ZWE,2004,2383
Albania,ALB,2005,1696
Argentina,ARG,2005,187317
Armenia,ARM,2005,16400
Australia,AUS,2005,928217
Bolivia,BOL,2005,35
Botswana,BWA,2005,26704
Brazil,BRA,2005,133325
Bulgaria,BGR,2005,112536
Canada,CAN,2005,595383
Chile,CHL,2005,5320500
China,CHN,2005,776000
Colombia,COL,2005,1800
Cyprus,CYP,2005,0
Democratic Republic of Congo,COD,2005,97500
Finland,FIN,2005,15000
Georgia,GEO,2005,9500
India,IND,2005,28640
Indonesia,IDN,2005,1063849
Iran,IRN,2005,149900
Japan,JPN,2005,1000
Kazakhstan,KAZ,2005,401700
Laos,LAO,2005,30480
Mexico,MEX,2005,429042
Mongolia,MNG,2005,128960
Morocco,MAR,2005,3200
Myanmar,MMR,2005,34500
Namibia,NAM,2005,10157
North Korea,PRK,2005,12000
North Macedonia,MKD,2005,4799
Oman,OMN,2005,0
Pakistan,PAK,2005,17700
Papua New Guinea,PNG,2005,192978
Peru,PER,2005,1009898
Philippines,PHL,2005,16320
Poland,POL,2005,511799
Portugal,PRT,2005,89541
Romania,ROU,2005,16286
Russia,RUS,2005,640000
Saudi Arabia,SAU,2005,668
Serbia and Montenegro,OWID_SRM,2005,11600
South Africa,ZAF,2005,88600
Spain,ESP,2005,7358
Sweden,SWE,2005,87068
Tanzania,TZA,2005,3661
Turkey,TUR,2005,54100
United States,USA,2005,1140000
Uzbekistan,UZB,2005,80000
Vietnam,VNM,2005,3100
World,OWID_WRL,2005,15000000
Zambia,ZMB,2005,465002
Zimbabwe,ZWE,2005,2570
Albania,ALB,2006,1140
Argentina,ARG,2006,180144
Armenia,ARM,2006,17930
Australia,AUS,2006,878874
Bolivia,BOL,2006,218
Botswana,BWA,2006,24255
Brazil,BRA,2006,147836
Bulgaria,BGR,2006,123571
Canada,CAN,2006,603295
Chile,CHL,2006,5360800
China,CHN,2006,889000
Colombia,COL,2006,600
Cyprus,CYP,2006,900
Democratic Republic of Congo,COD,2006,142300
Finland,FIN,2006,13000
Georgia,GEO,2006,14600
India,IND,2006,30051
Indonesia,IDN,2006,817796
Iran,IRN,2006,216200
Japan,JPN,2006,300
Kazakhstan,KAZ,2006,446300
Laos,LAO,2006,60803
Malaysia,MYS,2006,0
Mauritania,MRT,2006,5031
Mexico,MEX,2006,334129
Mongolia,MNG,2006,132075
Morocco,MAR,2006,4600
Myanmar,MMR,2006,19500
Namibia,NAM,2006,6262
North Korea,PRK,2006,12000
North Macedonia,MKD,2006,7054
Oman,OMN,2006,0
Pakistan,PAK,2006,18700
Papua New Guinea,PNG,2006,194355
Peru,PER,2006,1048472
Philippines,PHL,2006,17161
Poland,POL,2006,497200
Portugal,PRT,2006,78660
Romania,ROU,2006,12535
Russia,RUS,2006,675000
Saudi Arabia,SAU,2006,730
Serbia,SRB,2006,11100
South Africa,ZAF,2006,89500
Spain,ESP,2006,8129
Sweden,SWE,2006,86746
Tanzania,TZA,2006,3285
Turkey,TUR,2006,46400
United States,USA,2006,1197000
Uzbekistan,UZB,2006,80000
Vietnam,VNM,2006,11400
World,OWID_WRL,2006,15100000
Zambia,ZMB,2006,497169
Zimbabwe,ZWE,2006,2581
Albania,ALB,2007,2384
Argentina,ARG,2007,180223
Armenia,ARM,2007,17629
Australia,AUS,2007,862535
Bolivia,BOL,2007,606
Botswana,BWA,2007,19996
Brazil,BRA,2007,205728
Bulgaria,BGR,2007,116157
Canada,CAN,2007,596249
Chile,CHL,2007,5557000
China,CHN,2007,946200
Colombia,COL,2007,840
Cyprus,CYP,2007,3012
Democratic Republic of Congo,COD,2007,144600
Dominican Republic,DOM,2007,0
Finland,FIN,2007,13600
Georgia,GEO,2007,11300
India,IND,2007,32726
Indonesia,IDN,2007,796899
Iran,IRN,2007,244200
Kazakhstan,KAZ,2007,444000
Laos,LAO,2007,62541
Malaysia,MYS,2007,0
Mauritania,MRT,2007,28755
Mexico,MEX,2007,337527
Mongolia,MNG,2007,132565
Morocco,MAR,2007,5592
Myanmar,MMR,2007,15100
Namibia,NAM,2007,5800
North Korea,PRK,2007,12000
North Macedonia,MKD,2007,7029
Oman,OMN,2007,7395
Pakistan,PAK,2007,18800
Papua New Guinea,PNG,2007,169184
Peru,PER,2007,1190274
Philippines,PHL,2007,22862
Poland,POL,2007,451900
Portugal,PRT,2007,90247
Romania,ROU,2007,2213
Russia,RUS,2007,690000
Saudi Arabia,SAU,2007,737
Serbia,SRB,2007,16500
South Africa,ZAF,2007,97000
Spain,ESP,2007,6281
Sweden,SWE,2007,62905
Tanzania,TZA,2007,3276
Turkey,TUR,2007,81000
United States,USA,2007,1170000
Uzbekistan,UZB,2007,80000
Vietnam,VNM,2007,12500
World,OWID_WRL,2007,15500000
Zambia,ZMB,2007,524000
Zimbabwe,ZWE,2007,2681
Albania,ALB,2008,3633
Argentina,ARG,2008,156900
Armenia,ARM,2008,18754
Australia,AUS,2008,878940
Bolivia,BOL,2008,567
Botswana,BWA,2008,23146
Brazil,BRA,2008,218295
Bulgaria,BGR,2008,107195
Canada,CAN,2008,607957
Chile,CHL,2008,5327600
China,CHN,2008,1092700
Colombia,COL,2008,1050
Cyprus,CYP,2008,2986
Democratic Republic of Congo,COD,2008,239200
Dominican Republic,DOM,2008,2109
Finland,FIN,2008,13300
Georgia,GEO,2008,18700
India,IND,2008,30528
Indonesia,IDN,2008,650100
Iran,IRN,2008,248100
Kazakhstan,KAZ,2008,467000
Laos,LAO,2008,89004
Malaysia,MYS,2008,0
Mauritania,MRT,2008,33073
Mexico,MEX,2008,246593
Mongolia,MNG,2008,129600
Morocco,MAR,2008,5929
Myanmar,MMR,2008,6900
Namibia,NAM,2008,8800
North Korea,PRK,2008,2400
North Macedonia,MKD,2008,8051
Oman,OMN,2008,14826
Pakistan,PAK,2008,18700
Papua New Guinea,PNG,2008,159650
Peru,PER,2008,1267867
Philippines,PHL,2008,21235
Poland,POL,2008,429687
Portugal,PRT,2008,89026
Romania,ROU,2008,308
Russia,RUS,2008,705000
Saudi Arabia,SAU,2008,1465
Serbia,SRB,2008,17600
South Africa,ZAF,2008,108700
Spain,ESP,2008,14138
Sweden,SWE,2008,57688
Tanzania,TZA,2008,2852
Turkey,TUR,2008,82400
United States,USA,2008,1310000
Uzbekistan,UZB,2008,80000
Vietnam,VNM,2008,11520
World,OWID_WRL,2008,15600000
Zambia,ZMB,2008,567700
Zimbabwe,ZWE,2008,2827
Albania,ALB,2009,2600
Argentina,ARG,2009,143084
Armenia,ARM,2009,23233
Australia,AUS,2009,855892
Azerbaijan,AZE,2009,0
Bolivia,BOL,2009,620
Botswana,BWA,2009,24382
Brazil,BRA,2009,211692
Bulgaria,BGR,2009,110652
Canada,CAN,2009,484605
Chile,CHL,2009,5394400
China,CHN,2009,1062000
Colombia,COL,2009,1140
Cyprus,CYP,2009,2380
Democratic Republic of Congo,COD,2009,299300
Dominican Republic,DOM,2009,12937
Ecuador,ECU,2009,300
Eritrea,ERI,2009,0
Finland,FIN,2009,14600
Georgia,GEO,2009,16600
India,IND,2009,28491
Indonesia,IDN,2009,995500
Iran,IRN,2009,262500
Kazakhstan,KAZ,2009,406100
Laos,LAO,2009,121581
Malaysia,MYS,2009,240
Mauritania,MRT,2009,36608
Mexico,MEX,2009,240648
Mongolia,MNG,2009,132300
Morocco,MAR,2009,11830
Myanmar,MMR,2009,9800
Namibia,NAM,2009,0
North Korea,PRK,2009,3700
North Macedonia,MKD,2009,7440
Oman,OMN,2009,15563
Pakistan,PAK,2009,19600
Papua New Guinea,PNG,2009,166669
Peru,PER,2009,1276249
Philippines,PHL,2009,49060
Poland,POL,2009,439365
Portugal,PRT,2009,86462
Romania,ROU,2009,3129
Russia,RUS,2009,675700
Saudi Arabia,SAU,2009,1719
Serbia,SRB,2009,19400
Slovakia,SVK,2009,14
South Africa,ZAF,2009,107600
Spain,ESP,2009,17663
Sweden,SWE,2009,55414
Tanzania,TZA,2009,3079
Turkey,TUR,2009,72400
United States,USA,2009,1180000
Uzbekistan,UZB,2009,80000
Vietnam,VNM,2009,12935
World,OWID_WRL,2009,16000000
Zambia,ZMB,2009,601200
Zimbabwe,ZWE,2009,3572
Albania,ALB,2010,2672
Argentina,ARG,2010,140300
Armenia,ARM,2010,31062
Australia,AUS,2010,871963
Azerbaijan,AZE,2010,183
Bolivia,BOL,2010,2100
Botswana,BWA,2010,48026
Brazil,BRA,2010,213548
Bulgaria,BGR,2010,112904
Canada,CAN,2010,522172
Chile,CHL,2010,5418900
China,CHN,2010,1155800
Colombia,COL,2010,711
Cyprus,CYP,2010,2595
Democratic Republic of Congo,COD,2010,378300
Dominican Republic,DOM,2010,10015
Ecuador,ECU,2010,700
Eritrea,ERI,2010,0
Finland,FIN,2010,14700
Georgia,GEO,2010,10600
India,IND,2010,31778
Indonesia,IDN,2010,863900
Iran,IRN,2010,256700
Kazakhstan,KAZ,2010,380600
Kyrgyzstan,KGZ,2010,0
Laos,LAO,2010,132047
Mauritania,MRT,2010,36969
Mexico,MEX,2010,270136
Mongolia,MNG,2010,127600
Morocco,MAR,2010,14986
Myanmar,MMR,2010,10000
Namibia,NAM,2010,0
North Korea,PRK,2010,4600
North Macedonia,MKD,2010,7912
Oman,OMN,2010,16530
Pakistan,PAK,2010,19900
Papua New Guinea,PNG,2010,159821
Peru,PER,2010,1247184
Philippines,PHL,2010,58412
Poland,POL,2010,425725
Portugal,PRT,2010,74426
Romania,ROU,2010,5127
Russia,RUS,2010,702700
Saudi Arabia,SAU,2010,1603
Serbia,SRB,2010,22800
Slovakia,SVK,2010,22
South Africa,ZAF,2010,102600
Spain,ESP,2010,54335
Sweden,SWE,2010,76514
Tanzania,TZA,2010,6400
Turkey,TUR,2010,79900
United States,USA,2010,1110000
Uzbekistan,UZB,2010,80000
Vietnam,VNM,2010,12260
World,OWID_WRL,2010,16100000
Zambia,ZMB,2010,767008
Zimbabwe,ZWE,2010,4629
Albania,ALB,2011,4379
Argentina,ARG,2011,116700
Armenia,ARM,2011,33597
Australia,AUS,2011,960649
Azerbaijan,AZE,2011,611
Bolivia,BOL,2011,4176
Botswana,BWA,2011,31929
Brazil,BRA,2011,213760
Bulgaria,BGR,2011,114603
Canada,CAN,2011,566779
Chile,CHL,2011,5262800
China,CHN,2011,1294700
Colombia,COL,2011,808
Cyprus,CYP,2011,3660
Democratic Republic of Congo,COD,2011,499198
Dominican Republic,DOM,2011,11777
Ecuador,ECU,2011,1400
Eritrea,ERI,2011,0
Finland,FIN,2011,14000
Georgia,GEO,2011,10000
India,IND,2011,31375
Indonesia,IDN,2011,538300
Iran,IRN,2011,258900
Kazakhstan,KAZ,2011,405300
Kyrgyzstan,KGZ,2011,0
Laos,LAO,2011,138756
Mauritania,MRT,2011,35281
Mexico,MEX,2011,443621
Mongolia,MNG,2011,124000
Morocco,MAR,2011,12076
Myanmar,MMR,2011,12000
Namibia,NAM,2011,3366
North Korea,PRK,2011,12000
North Macedonia,MKD,2011,7555
Oman,OMN,2011,21166
Pakistan,PAK,2011,20000
Papua New Guinea,PNG,2011,130456
Peru,PER,2011,1235345
Philippines,PHL,2011,63835
Poland,POL,2011,426665
Portugal,PRT,2011,79686
Romania,ROU,2011,6355
Russia,RUS,2011,587900
Saudi Arabia,SAU,2011,1954
Serbia,SRB,2011,26100
Slovakia,SVK,2011,28
South Africa,ZAF,2011,96600
Spain,ESP,2011,68511
Sweden,SWE,2011,82967
Tanzania,TZA,2011,6748
Turkey,TUR,2011,92500
United States,USA,2011,1112900
Uzbekistan,UZB,2011,80000
Vietnam,VNM,2011,11888
World,OWID_WRL,2011,16100000
Zambia,ZMB,2011,663400
Zimbabwe,ZWE,2011,6555
Albania,ALB,2012,5691
Argentina,ARG,2012,135700
Armenia,ARM,2012,40908
Australia,AUS,2012,921390
Azerbaijan,AZE,2012,502
Bolivia,BOL,2012,8700
Botswana,BWA,2012,35768
Brazil,BRA,2012,223141
Bulgaria,BGR,2012,118255
Canada,CAN,2012,580082
Chile,CHL,2012,5433900
China,CHN,2012,1576800
Colombia,COL,2012,781
Cyprus,CYP,2012,4328
Democratic Republic of Congo,COD,2012,619942
Dominican Republic,DOM,2012,11737
Ecuador,ECU,2012,1800
Eritrea,ERI,2012,0
Finland,FIN,2012,25446
Georgia,GEO,2012,6800
India,IND,2012,29281
Indonesia,IDN,2012,398100
Iran,IRN,2012,245500
Kazakhstan,KAZ,2012,426800
Kyrgyzstan,KGZ,2012,0
Laos,LAO,2012,149580
Mauritania,MRT,2012,37670
Mexico,MEX,2012,500275
Mongolia,MNG,2012,123900
Morocco,MAR,2012,14750
Myanmar,MMR,2012,25000
Namibia,NAM,2012,5304
North Korea,PRK,2012,17000
North Macedonia,MKD,2012,10600
Oman,OMN,2012,19684
Pakistan,PAK,2012,23900
Papua New Guinea,PNG,2012,125326
Peru,PER,2012,1298761
Philippines,PHL,2012,65444
Poland,POL,2012,427064
Portugal,PRT,2012,74043
Romania,ROU,2012,5902
Russia,RUS,2012,582900
Saudi Arabia,SAU,2012,4410
Serbia,SRB,2012,32200
Slovakia,SVK,2012,31
South Africa,ZAF,2012,88800
Spain,ESP,2012,99894
Sweden,SWE,2012,82422
Tanzania,TZA,2012,5840
Turkey,TUR,2012,104300
United States,USA,2012,1166800
Uzbekistan,UZB,2012,95600
Vietnam,VNM,2012,12716
World,OWID_WRL,2012,16700000
Zambia,ZMB,2012,695200
Zimbabwe,ZWE,2012,6665
Albania,ALB,2013,5087
Argentina,ARG,2013,109600
Armenia,ARM,2013,48891
Australia,AUS,2013,1000999
Azerbaijan,AZE,2013,327
Bolivia,BOL,2013,7549
Botswana,BWA,2013,48500
Brazil,BRA,2013,270979
Bulgaria,BGR,2013,115149
Canada,CAN,2013,652595
Chile,CHL,2013,5776000
China,CHN,2013,1715150
Colombia,COL,2013,659
Cyprus,CYP,2013,3631
Democratic Republic of Congo,COD,2013,922016
Dominican Republic,DOM,2013,10379
Ecuador,ECU,2013,4700
Eritrea,ERI,2013,21800
Finland,FIN,2013,38763
Georgia,GEO,2013,10000
India,IND,2013,32194
Indonesia,IDN,2013,509300
Iran,IRN,2013,222900
Kazakhstan,KAZ,2013,454400
Kyrgyzstan,KGZ,2013,0
Laos,LAO,2013,154915
Mauritania,MRT,2013,37970
Mexico,MEX,2013,480124
Mongolia,MNG,2013,189000
Morocco,MAR,2013,11575
Myanmar,MMR,2013,33000
Namibia,NAM,2013,4896
North Korea,PRK,2013,6700
North Macedonia,MKD,2013,11700
Oman,OMN,2013,10906
Pakistan,PAK,2013,20700
Papua New Guinea,PNG,2013,105523
Peru,PER,2013,1375641
Philippines,PHL,2013,90861
Poland,POL,2013,428879
Portugal,PRT,2013,77236
Romania,ROU,2013,6800
Russia,RUS,2013,655900
Saudi Arabia,SAU,2013,5095
Serbia,SRB,2013,36200
Slovakia,SVK,2013,40
South Africa,ZAF,2013,80821
Spain,ESP,2013,104600
Sweden,SWE,2013,82904
Tajikistan,TJK,2013,600
Tanzania,TZA,2013,21140
Turkey,TUR,2013,120500
United States,USA,2013,1278200
Uzbekistan,UZB,2013,100000
Vietnam,VNM,2013,12958
World,OWID_WRL,2013,18400000
Zambia,ZMB,2013,759800
Zimbabwe,ZWE,2013,8285
Albania,ALB,2014,3503
Argentina,ARG,2014,102600
Armenia,ARM,2014,50952
Australia,AUS,2014,978534
Azerbaijan,AZE,2014,784
Bolivia,BOL,2014,10746
Botswana,BWA,2014,38000
Brazil,BRA,2014,301197
Bulgaria,BGR,2014,108323
Canada,CAN,2014,672729
Chile,CHL,2014,5761100
China,CHN,2014,1776794
Colombia,COL,2014,4118
Cyprus,CYP,2014,3088
Democratic Republic of Congo,COD,2014,1030129
Dominican Republic,DOM,2014,9262
Ecuador,ECU,2014,3000
Eritrea,ERI,2014,88900
Finland,FIN,2014,42790
Georgia,GEO,2014,6800
India,IND,2014,24889
Indonesia,IDN,2014,378500
Iran,IRN,2014,216800
Kazakhstan,KAZ,2014,471700
Kyrgyzstan,KGZ,2014,700
Laos,LAO,2014,159696
Mauritania,MRT,2014,33079
Mexico,MEX,2014,515025
Mongolia,MNG,2014,253000
Morocco,MAR,2014,16579
Myanmar,MMR,2014,42000
Namibia,NAM,2014,5249
North Korea,PRK,2014,7700
North Macedonia,MKD,2014,9600
Oman,OMN,2014,13699
Pakistan,PAK,2014,18000
Papua New Guinea,PNG,2014,75901
Peru,PER,2014,1377642
Philippines,PHL,2014,91824
Poland,POL,2014,421285
Portugal,PRT,2014,75433
Romania,ROU,2014,7200
Russia,RUS,2014,691500
Saudi Arabia,SAU,2014,10848
Serbia,SRB,2014,33739
Slovakia,SVK,2014,46
South Africa,ZAF,2014,78697
Spain,ESP,2014,103900
Sweden,SWE,2014,79345
Tajikistan,TJK,2014,100
Tanzania,TZA,2014,16400
Turkey,TUR,2014,122000
United States,USA,2014,1384700
Uzbekistan,UZB,2014,100000
Vietnam,VNM,2014,20296
World,OWID_WRL,2014,18600000
Zambia,ZMB,2014,708259
Zimbabwe,ZWE,2014,8261
Albania,ALB,2015,2106
Argentina,ARG,2015,61800
Armenia,ARM,2015,71957
Australia,AUS,2015,995881
Azerbaijan,AZE,2015,969
Bolivia,BOL,2015,9479
Botswana,BWA,2015,9162
Brazil,BRA,2015,359463
Bulgaria,BGR,2015,71748
Canada,CAN,2015,714647
Chile,CHL,2015,5772100
China,CHN,2015,1712065
Colombia,COL,2015,5463
Cyprus,CYP,2015,2121
Democratic Republic of Congo,COD,2015,1039007
Dominican Republic,DOM,2015,7324
Ecuador,ECU,2015,1800
Eritrea,ERI,2015,61600
Finland,FIN,2015,41085
Georgia,GEO,2015,13000
India,IND,2015,32493
Indonesia,IDN,2015,578600
Iran,IRN,2015,257000
Kazakhstan,KAZ,2015,473600
Kyrgyzstan,KGZ,2015,3100
Laos,LAO,2015,167702
Mauritania,MRT,2015,45001
Mexico,MEX,2015,594451
Mongolia,MNG,2015,318300
Morocco,MAR,2015,26900
Myanmar,MMR,2015,71000
Namibia,NAM,2015,14010
North Korea,PRK,2015,8600
North Macedonia,MKD,2015,11400
Oman,OMN,2015,7828
Pakistan,PAK,2015,16000
Panama,PAN,2015,0
Papua New Guinea,PNG,2015,45185
Peru,PER,2015,1700817
Philippines,PHL,2015,83835
Poland,POL,2015,426196
Portugal,PRT,2015,83081
Romania,ROU,2015,3600
Russia,RUS,2015,711400
Saudi Arabia,SAU,2015,11563
Serbia,SRB,2015,29827
Slovakia,SVK,2015,58
South Africa,ZAF,2015,77360
Spain,ESP,2015,112690
Sweden,SWE,2015,75125
Tajikistan,TJK,2015,1788
Tanzania,TZA,2015,16800
Turkey,TUR,2015,108000
United States,USA,2015,1380000
Uzbekistan,UZB,2015,103000
Vietnam,VNM,2015,22524
World,OWID_WRL,2015,19300000
Zambia,ZMB,2015,710860
Zimbabwe,ZWE,2015,8218
Albania,ALB,2016,218
Argentina,ARG,2016,81900
Armenia,ARM,2016,93248
Australia,AUS,2016,947555
Azerbaijan,AZE,2016,1941
Bolivia,BOL,2016,8718
Botswana,BWA,2016,12415
Brazil,BRA,2016,337600
Bulgaria,BGR,2016,70573
Canada,CAN,2016,693059
Chile,CHL,2016,5552600
China,CHN,2016,1900188
Colombia,COL,2016,8493
Cyprus,CYP,2016,1754
Democratic Republic of Congo,COD,2016,1023687
Dominican Republic,DOM,2016,9725
Ecuador,ECU,2016,2009
Eritrea,ERI,2016,25300
Finland,FIN,2016,47488
Georgia,GEO,2016,14000
India,IND,2016,30500
Indonesia,IDN,2016,728000
Iran,IRN,2016,282000
Kazakhstan,KAZ,2016,474800
Kyrgyzstan,KGZ,2016,8200
Laos,LAO,2016,177939
Mauritania,MRT,2016,32820
Mexico,MEX,2016,766129
Mongolia,MNG,2016,335700
Morocco,MAR,2016,31800
Myanmar,MMR,2016,95000
Namibia,NAM,2016,16653
North Korea,PRK,2016,12600
North Macedonia,MKD,2016,10200
Oman,OMN,2016,0
Pakistan,PAK,2016,14000
Panama,PAN,2016,0
Papua New Guinea,PNG,2016,80022
Peru,PER,2016,2353859
Philippines,PHL,2016,83649
Poland,POL,2016,424000
Portugal,PRT,2016,74453
Romania,ROU,2016,7300
Russia,RUS,2016,702300
Saudi Arabia,SAU,2016,27500
Serbia,SRB,2016,41300
Slovakia,SVK,2016,39
South Africa,ZAF,2016,65257
Spain,ESP,2016,167736
Sweden,SWE,2016,78992
Tajikistan,TJK,2016,2493
Tanzania,TZA,2016,17400
Turkey,TUR,2016,100000
United States,USA,2016,1430000
Uzbekistan,UZB,2016,135000
Vietnam,VNM,2016,22636
World,OWID_WRL,2016,20500000
Zambia,ZMB,2016,725359
Zimbabwe,ZWE,2016,9101
Albania,ALB,2017,0
Argentina,ARG,2017,33300
Armenia,ARM,2017,102847
Australia,AUS,2017,849121
Azerbaijan,AZE,2017,1991
Bolivia,BOL,2017,7219
Botswana,BWA,2017,1239
Brazil,BRA,2017,384542
Bulgaria,BGR,2017,73003
Canada,CAN,2017,597194
Chile,CHL,2017,5503500
China,CHN,2017,1706400
Colombia,COL,2017,9355
Cyprus,CYP,2017,1293
Democratic Republic of Congo,COD,2017,1094638
Dominican Republic,DOM,2017,9618
Ecuador,ECU,2017,410
Eritrea,ERI,2017,7900
Finland,FIN,2017,53144
Georgia,GEO,2017,15000
India,IND,2017,31800
Indonesia,IDN,2017,622030
Iran,IRN,2017,295621
Kazakhstan,KAZ,2017,557800
Kyrgyzstan,KGZ,2017,7500
Laos,LAO,2017,153304
Mauritania,MRT,2017,28791
Mexico,MEX,2017,742246
Mongolia,MNG,2017,461160
Morocco,MAR,2017,35400
Myanmar,MMR,2017,116000
Namibia,NAM,2017,15534
North Korea,PRK,2017,1800
North Macedonia,MKD,2017,9000
Pakistan,PAK,2017,10052
Panama,PAN,2017,0
Papua New Guinea,PNG,2017,105419
Peru,PER,2017,2445585
Philippines,PHL,2017,68156
Poland,POL,2017,419000
Portugal,PRT,2017,63812
Romania,ROU,2017,7400
Russia,RUS,2017,761100
Saudi Arabia,SAU,2017,36279
Serbia,SRB,2017,44800
Slovakia,SVK,2017,32
South Africa,ZAF,2017,65503
Spain,ESP,2017,198353
Sweden,SWE,2017,104450
Tajikistan,TJK,2017,2953
Tanzania,TZA,2017,13000
Turkey,TUR,2017,83000
United States,USA,2017,1260000
Uzbekistan,UZB,2017,140100
Vietnam,VNM,2017,21451
World,OWID_WRL,2017,20100000
Zambia,ZMB,2017,797266
Zimbabwe,ZWE,2017,8839
Albania,ALB,2018,2601
Argentina,ARG,2018,17400
Armenia,ARM,2018,76166
Australia,AUS,2018,910896
Azerbaijan,AZE,2018,1645
Bolivia,BOL,2018,5216
Botswana,BWA,2018,1462
Brazil,BRA,2018,385761
Bulgaria,BGR,2018,69841
Canada,CAN,2018,548011
Chile,CHL,2018,5831600
China,CHN,2018,1615234
Colombia,COL,2018,9918
Cyprus,CYP,2018,908
Democratic Republic of Congo,COD,2018,1225227
Dominican Republic,DOM,2018,8588
Ecuador,ECU,2018,5500
Eritrea,ERI,2018,17300
Finland,FIN,2018,46755
Georgia,GEO,2018,15704
India,IND,2018,34100
Indonesia,IDN,2018,651136
Iran,IRN,2018,310000
Kazakhstan,KAZ,2018,635500
Kyrgyzstan,KGZ,2018,7200
